sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
205,board-search-fp-expanded-100.csv,board_search_exp_005,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%9E%A5%ED%95%99%EA%B8%88%20%EC%8B%A0%EC%B2%AD&sort=oldest&page=2&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
206,board-search-fp-expanded-100.csv,board_search_exp_006,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B0%95%EC%9D%98%EC%8B%A4%20%EB%83%89%EB%82%9C%EB%B0%A9&sort=latest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
207,board-search-fp-expanded-100.csv,board_search_exp_007,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%88%98%EA%B0%95%EC%A0%95%EC%A0%95&sort=title&page=1&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
208,board-search-fp-expanded-100.csv,board_search_exp_008,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%ED%9C%B4%ED%95%99%20%EC%8B%A0%EC%B2%AD&sort=oldest&page=2&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
209,board-search-fp-expanded-100.csv,board_search_exp_009,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%B3%B5%ED%95%99%20%EC%A0%88%EC%B0%A8&sort=latest&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
210,board-search-fp-expanded-100.csv,board_search_exp_010,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%8F%99%EC%95%84%EB%A6%AC%20%EB%B0%95%EB%9E%8C%ED%9A%8C&sort=title&page=1&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
211,board-search-fp-expanded-100.csv,board_search_exp_011,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B5%90%EB%82%B4%20%EC%9E%A5%ED%84%B0&sort=oldest&page=2&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
212,board-search-fp-expanded-100.csv,board_search_exp_012,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%ED%94%84%EB%A6%B0%ED%84%B0%20%EA%B3%A0%EC%9E%A5&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
213,board-search-fp-expanded-100.csv,board_search_exp_013,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%A2%8C%EC%84%9D&sort=title&page=1&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
214,board-search-fp-expanded-100.csv,board_search_exp_014,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A1%B8%EC%97%85%20%EC%9A%94%EA%B1%B4&sort=oldest&page=2&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
215,board-search-fp-expanded-100.csv,board_search_exp_015,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B3%84%EC%A0%88%ED%95%99%EA%B8%B0&sort=latest&page=0&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
216,board-search-fp-expanded-100.csv,board_search_exp_016,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%ED%95%99%EC%83%9D%ED%9A%8C&sort=title&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
217,board-search-fp-expanded-100.csv,board_search_exp_017,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%A9%98%ED%86%A0%EB%A7%81&sort=oldest&page=2&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
218,board-search-fp-expanded-100.csv,board_search_exp_018,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
219,board-search-fp-expanded-100.csv,board_search_exp_019,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%BA%A1%EC%8A%A4%ED%86%A4&sort=title&page=1&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
220,board-search-fp-expanded-100.csv,board_search_exp_020,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%B4%89%EC%82%AC%ED%99%9C%EB%8F%99&sort=oldest&page=2&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
221,board-search-fp-expanded-100.csv,board_search_exp_021,Board Search Expanded,normal,GET,/api/board/posts,?author=student1&sort=latest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
222,board-search-fp-expanded-100.csv,board_search_exp_022,Board Search Expanded,normal,GET,/api/board/posts,?author=student1&sort=title&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
223,board-search-fp-expanded-100.csv,board_search_exp_023,Board Search Expanded,normal,GET,/api/board/posts,?author=student2&sort=latest&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
224,board-search-fp-expanded-100.csv,board_search_exp_024,Board Search Expanded,normal,GET,/api/board/posts,?author=student2&sort=title&page=1&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
225,board-search-fp-expanded-100.csv,board_search_exp_025,Board Search Expanded,normal,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
226,board-search-fp-expanded-100.csv,board_search_exp_026,Board Search Expanded,normal,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=title&page=1&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
227,board-search-fp-expanded-100.csv,board_search_exp_027,Board Search Expanded,normal,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=latest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
228,board-search-fp-expanded-100.csv,board_search_exp_028,Board Search Expanded,normal,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=title&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
229,board-search-fp-expanded-100.csv,board_search_exp_029,Board Search Expanded,normal,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=latest&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
230,board-search-fp-expanded-100.csv,board_search_exp_030,Board Search Expanded,normal,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=title&page=1&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
231,board-search-fp-expanded-100.csv,board_search_exp_031,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%88%98%EC%97%85%EC%9E%90%EB%A3%8C&author=student1&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
232,board-search-fp-expanded-100.csv,board_search_exp_032,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8&author=student2&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
233,board-search-fp-expanded-100.csv,board_search_exp_033,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B3%BC%EC%A0%9C&author=%EA%B9%80%EB%AF%BC%EC%A7%80&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
234,board-search-fp-expanded-100.csv,board_search_exp_034,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%8B%A4%EC%8A%B5&author=%EA%B0%95%ED%95%B4%EB%A6%B0&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
235,board-search-fp-expanded-100.csv,board_search_exp_035,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B3%B5%EC%A7%80&author=%EC%9E%A5%EC%9B%90%EC%98%81&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
236,board-search-fp-expanded-100.csv,board_search_exp_036,Board Search Expanded,normal,GET,/api/board/posts,?keyword=wifi&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
237,board-search-fp-expanded-100.csv,board_search_exp_037,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&dateFrom=2026-02-01&dateTo=2026-04-30&sort=title&page=1&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
238,board-search-fp-expanded-100.csv,board_search_exp_038,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&dateFrom=2026-01-01&dateTo=2026-12-31&sort=oldest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
239,board-search-fp-expanded-100.csv,board_search_exp_039,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&dateFrom=2026-03-10&dateTo=2026-04-15&sort=latest&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
240,board-search-fp-expanded-100.csv,board_search_exp_040,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD&dateFrom=2026-03-01&dateTo=2026-03-20&sort=title&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
241,board-search-fp-expanded-100.csv,board_search_exp_041,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&dateFrom=2026-03-01&dateTo=2026-03-31&sort=oldest&page=1&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
242,board-search-fp-expanded-100.csv,board_search_exp_042,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4&dateFrom=2026-02-01&dateTo=2026-04-30&sort=latest&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
243,board-search-fp-expanded-100.csv,board_search_exp_043,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&dateFrom=2026-01-01&dateTo=2026-12-31&sort=title&page=1&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
244,board-search-fp-expanded-100.csv,board_search_exp_044,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%8A%A4%ED%84%B0%EB%94%94&dateFrom=2026-03-10&dateTo=2026-04-15&sort=oldest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
245,board-search-fp-expanded-100.csv,board_search_exp_045,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%93%B1%EB%A1%9D%EA%B8%88&dateFrom=2026-03-01&dateTo=2026-03-20&sort=latest&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
246,board-search-fp-expanded-100.csv,board_search_exp_046,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2046&sort=title&page=2&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
247,board-search-fp-expanded-100.csv,board_search_exp_047,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2047&sort=oldest&page=3&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
248,board-search-fp-expanded-100.csv,board_search_exp_048,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2048&sort=latest&page=0&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
249,board-search-fp-expanded-100.csv,board_search_exp_049,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2049&sort=title&page=1&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
250,board-search-fp-expanded-100.csv,board_search_exp_050,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD%2050&sort=oldest&page=2&size=4,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
